code;artikul;vendor;gname;description;EAN;sprice;warr;warrunit;width;height;depth;weight;volume;ukt zed;rrp_uah;prp_uah;stock;warehouse1;amount;images
R00000051136;R00000051136;Richman;Крісло Richman Ліон Ю Хром П5 M-1 (Tilt) Роккі 100;Крісло Richman Ліон Ю - це стильна та сучасна модель, ідеальна для молодих та амбітних працівників. Його поєднання мінімалізму та ергономіки гарантує комфорт протягом робочого часу. З різноманіттям оббивок, м'якими підлокітниками та механізмом гойдання, крісло забезпечує якість та зручність у будь-якому інтер'єрі.;3000000511374;5340;18;2;59;36;79;18;0.17;9401390000;8766;8328;1;4;4;https://richmangroup.com.ua/wp-content/uploads/2023/02/krislo-lion-yu-komplektacziya-hrom-flaj-2230-02-1-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2023/02/krislo-lion-yu-komplektacziya-hrom-flaj-2230-01-1-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2023/02/krislo-lion-yu-komplektacziya-hrom-flaj-2230-03-1-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2023/02/krislo-lion-yu-komplektacziya-hrom-flaj-2230-07-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2023/02/krislo-lion-yu-komplektacziya-hrom-flaj-2230-10-optimized.jpg
R00000050117;R00000050117;Richman;Крісло Richman Ліон Ю Хром П5 M-2 (Anyfix) Мустанг Кофе;Крісло Richman Ліон Ю представляє собою стильну та сучасну модель офісного крісла, ідеальну для молодих та амбітних працівників, які цінують комфорт і якість. Ця модель вдало поєднує мінімалізм і анатомічну ергономіку, забезпечуючи зручність протягом робочого дня. Оббивка крісла доступна у різних варіантах, включаючи якісну екошкіру та приємну на дотик тканину, що дозволяє підібрати оптимальний варіант для вашого інтер'єру. Хромовані підлокітники з м'якими подушками додають додатковий комфорт і забезпечують зручне розміщення рук у будь-якому положенні. Крім того, наявний механізм гойдання M-1 (Tilt), який дозволяє налаштувати висоту крісла, забезпечуючи оптимальний комфорт. Міцна хромована хрестовина з прогумованими роликами гарантує стійкість та безшумне пересування крісла на будь-якій поверхні, зберігаючи цілість підлоги.;3000000501184;5904;18;2;59;36;79;18;0.17;9401;9690;9210;1;6;6;https://richmangroup.com.ua/wp-content/uploads/2023/02/krislo-lion-yu-komplektacziya-hrom-mustang-kofe-02-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2023/02/krislo-lion-yu-komplektacziya-hrom-mustang-kofe-01-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2023/02/krislo-lion-yu-komplektacziya-hrom-mustang-kofe-03-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2023/02/krislo-lion-yu-komplektacziya-hrom-mustang-kofe-04-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2023/02/krislo-lion-yu-komplektacziya-hrom-mustang-kofe-05-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2023/02/krislo-lion-yu-komplektacziya-hrom-mustang-kofe-06-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2023/02/krislo-lion-yu-komplektacziya-hrom-mustang-kofe-07-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2023/02/krislo-lion-yu-komplektacziya-hrom-mustang-kofe-08-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2023/02/krislo-lion-yu-komplektacziya-hrom-mustang-kofe-09-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2023/02/krislo-lion-yu-komplektacziya-hrom-mustang-kofe-10-optimized.jpg
R00000050546;R00000050546;Richman;Крісло Richman Ліон Ю Хром П5 М-1 Флай 2230;Крісло Richman Ліон Ю представляє собою стильну та сучасну модель офісного крісла, ідеальну для молодих та амбітних працівників, які цінують комфорт і якість. Ця модель вдало поєднує мінімалізм і анатомічну ергономіку, забезпечуючи зручність протягом робочого дня. Оббивка крісла доступна у різних варіантах, включаючи якісну екошкіру та приємну на дотик тканину, що дозволяє підібрати оптимальний варіант для вашого інтер'єру. Хромовані підлокітники з м'якими подушками додають додатковий комфорт і забезпечують зручне розміщення рук у будь-якому положенні. Крім того, наявний механізм гойдання M-1 (Tilt), який дозволяє налаштувати висоту крісла, забезпечуючи оптимальний комфорт. Міцна хромована хрестовина з прогумованими роликами гарантує стійкість та безшумне пересування крісла на будь-якій поверхні, зберігаючи цілість підлоги.;3000000505472;5340;18;2;59;36;79;18;0.17;9401;8766;8328;1;13;13;https://richmangroup.com.ua/wp-content/uploads/2023/02/krislo-lion-yu-komplektacziya-hrom-flaj-2230-02-1-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2023/02/krislo-lion-yu-komplektacziya-hrom-flaj-2230-01-1-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2023/02/krislo-lion-yu-komplektacziya-hrom-flaj-2230-03-1-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2023/02/krislo-lion-yu-komplektacziya-hrom-flaj-2230-07-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2023/02/krislo-lion-yu-komplektacziya-hrom-flaj-2230-10-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2023/02/krislo-lion-yu-komplektacziya-hrom-flaj-2230-11-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2023/02/krislo-lion-yu-komplektacziya-hrom-flaj-2230-12-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2023/02/krislo-lion-yu-komplektacziya-hrom-flaj-2230-13-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2023/02/krislo-lion-yu-komplektacziya-hrom-flaj-2230-17-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2023/02/krislo-lion-yu-komplektacziya-hrom-flaj-2230-18-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2023/02/krislo-lion-yu-komplektacziya-hrom-flaj-2230-19-optimized.jpg
R00000043611;R00000043611;Richman;Крісло Richman Магнат Пластик Річ M-2 (Anyfix) Шкіра Спліт Темно-коричнева;"Richman Магнат - це преміальне крісло з елегантним дизайном, поєднанням темно-коричневої шкіри та кольору ""шампань"", що надає йому вишуканості. Забезпечуючи відмінну ергономіку та м'яке сидіння з додатковим валиком під колінами, це крісло гарантує комфорт незалежно від зросту. Вбудований посилений механізм гойдання, міцна хромована хрестовина та система автофіксації різьби забезпечують високу стабільність, довговічність і надійність.";3000000436127;16878;18;2;78;42;66;20;0.22;9401390000;27714;26334;1;0;0;https://richmangroup.com.ua/wp-content/uploads/2023/07/krislo-magnat-plastik-gold-shkira-korichneva-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2023/07/krislo-magnat-plastik-gold-shkira-korichneva-1-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2023/07/krislo-magnat-plastik-gold-shkira-korichneva-3-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2023/07/krislo-magnat-plastik-gold-shkira-korichneva-4-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2023/07/krislo-magnat-plastik-gold-shkira-korichneva-5-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2023/07/krislo-magnat-plastik-gold-shkira-korichneva-6-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2023/07/krislo-magnat-plastik-gold-shkira-korichneva-7-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2023/07/krislo-magnat-plastik-gold-shkira-korichneva-8-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2023/07/krislo-magnat-plastik-gold-shkira-korichneva-9-optimized.jpg
ADD0000742;ADD0000742;Richman;Крісло Richman Малібу Хром M-1 (Tilt) Чорний;Крісло Richman Малібу - це сучасний стандарт комфорту для сучасного офісу, що поєднує елегантність дизайну з функціональністю. Ергономічна спинка з формою букви S надає природне положення хребта, а екошкіра вищої якості забезпечує м'якість і стійкість до зносу сидіння. Стильні підлокітники, механізм гойдання з налаштуванням жорсткості та надійна металева основа з роликами додають кріслу якість, елегантність і функціональність.;3000000092699;4428;18;2;80;25;58;12;0.12;9401390000;7266;6906;1;0;0;https://richmangroup.com.ua/wp-content/uploads/2023/08/krislo-malibu-chornij-02-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2023/08/krislo-malibu-chornij-01-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2023/08/krislo-malibu-chornij-03-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2023/08/krislo-malibu-chornij-04-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2023/08/krislo-malibu-chornij-05-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2023/08/krislo-malibu-chornij-06-optimized.jpg
R00000041853;R00000041853;Richman;Крісло Richman Манхеттен Хром M-1 (Tilt) Чорна;Крісло Richman Манхеттен об'єднує в собі сучасний дизайн та високий рівень комфорту, ідеально підходить як для дому, так і для офісу. Його особливість полягає в можливості регулювання підйомних підлокітників, забезпечуючи зручність та простір. Завдяки чорному шкірзаміннику, крісло не тільки приємне на дотик, але й легко очищується. Подвійний об'єм наповнювача та збільшені подушки забезпечують м'який комфорт, а підголовник та широке сидіння додають зручності.  Крісло також має механізм гойдання з можливістю регулювання висоти, що дозволяє переходити від робочого режиму до відпочинку з легкістю. Його міцна конструкція та система автофіксації різьблення гарантують надійність та довговічність у користуванні.;3000000418543;6798;18;2;76;37;64;19.7;0.18;9401390000;11160;10602;1;19;19;https://richmangroup.com.ua/wp-content/uploads/2023/07/krislo-manhetten-hrom-chornij-2-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2023/07/krislo-manhetten-hrom-chornij-1-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2023/07/krislo-manhetten-hrom-chornij-3-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2023/07/krislo-manhetten-hrom-chornij-4-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2023/07/krislo-manhetten-hrom-chornij-5-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2023/07/krislo-manhetten-hrom-chornij-6-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2023/07/krislo-manhetten-hrom-chornij-7-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2023/07/krislo-manhetten-hrom-chornij-8-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2023/07/krislo-manhetten-hrom-chornij-10-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2023/07/krislo-manhetten-hrom-chornij-11-optimized.jpg
R00000052864;R00000052864;Richman;Крісло Richman Манхеттен Ю Хром П2 M-1 (Tilt) Роккі 100;Крісло Richman Манхеттен Ю ідеально підходить для щоденного використання, поєднуючи стильний дизайн та комфорт. Воно має багатошарове наповнення і м’які підлокітники для додаткового затишку, а також оббивку з екошкіри або іншого матеріалу за вибором з каталогу. Механізм гойдання Tilt дозволяє налаштувати висоту та жорсткість гойдання, а хромована металева хрестовина з прогумованими роликами забезпечує безшумний рух на будь-якій підлозі.;3000000528655;6402;18;2;59;36;79;17;0.17;9401390000;10506;9984;1;13;13;https://richmangroup.com.ua/wp-content/uploads/2024/09/krislo-manhetten-yu-hrom-p2-m-1-flaj-2230-progumovani-kolesa-4-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2024/09/krislo-manhetten-yu-hrom-p2-m-1-flaj-2230-progumovani-kolesa-2-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2024/09/krislo-manhetten-yu-hrom-p2-m-1-flaj-2230-progumovani-kolesa-6-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2024/09/krislo-manhetten-yu-hrom-p2-m-1-flaj-2230-progumovani-kolesa-7-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2024/09/krislo-manhetten-yu-hrom-p2-m-1-flaj-2230-progumovani-kolesa-8-optimized.jpg
R00000050129;R00000050129;Richman;Крісло Richman Манхеттен Ю Хром П2 M-1 (Tilt) Флай 2230;Крісло Richman Манхеттен Ю ідеально підходить для щоденного використання, поєднуючи стильний дизайн та комфорт. Воно має багатошарове наповнення і м’які підлокітники для додаткового затишку, а також оббивку з екошкіри або іншого матеріалу за вибором з каталогу. Механізм гойдання Tilt дозволяє налаштувати висоту та жорсткість гойдання, а хромована металева хрестовина з прогумованими роликами забезпечує безшумний рух на будь-якій підлозі.;3000000501306;6402;18;2;59;36;79;17;0.17;9401;10506;9984;1;9;9;https://richmangroup.com.ua/wp-content/uploads/2024/09/krislo-manhetten-yu-hrom-p2-m-1-flaj-2230-progumovani-kolesa-4-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2024/09/krislo-manhetten-yu-hrom-p2-m-1-flaj-2230-progumovani-kolesa-2-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2024/09/krislo-manhetten-yu-hrom-p2-m-1-flaj-2230-progumovani-kolesa-6-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2024/09/krislo-manhetten-yu-hrom-p2-m-1-flaj-2230-progumovani-kolesa-7-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2024/09/krislo-manhetten-yu-hrom-p2-m-1-flaj-2230-progumovani-kolesa-8-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2024/09/krislo-manhetten-yu-hrom-p2-m-1-flaj-2230-progumovani-kolesa-11-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2024/09/krislo-manhetten-yu-hrom-p2-m-1-flaj-2230-progumovani-kolesa-9-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2024/09/krislo-manhetten-yu-hrom-p2-m-1-flaj-2230-progumovani-kolesa-10-optimized.jpg
R00000051429;R00000051429;Richman;Крісло Richman Манхеттен Ю Хром П2 М-1 Мадрас Дк. Браун (Прогумовані Колеса);Крісло Richman Манхеттен Ю ідеально підходить для щоденного використання, поєднуючи стильний дизайн та комфорт. Воно має багатошарове наповнення і м’які підлокітники для додаткового затишку, а також оббивку з екошкіри або іншого матеріалу за вибором з каталогу. Механізм гойдання Tilt дозволяє налаштувати висоту та жорсткість гойдання, а хромована металева хрестовина з прогумованими роликами забезпечує безшумний рух на будь-якій підлозі.;3000000514306;7158;18;2;59;36;79;17;0.17;9401;11748;11166;1;0;0;https://richmangroup.com.ua/wp-content/uploads/2024/11/krislo-manhetten-yu-hrom-p2-m-1-madras-dk.-braun-progumovanikolesa-4-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2024/11/krislo-manhetten-yu-hrom-p2-m-1-madras-dk.-braun-progumovanikolesa-2-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2024/11/krislo-manhetten-yu-hrom-p2-m-1-madras-dk.-braun-progumovanikolesa-6-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2024/11/krislo-manhetten-yu-hrom-p2-m-1-madras-dk.-braun-progumovanikolesa-7-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2024/11/krislo-manhetten-yu-hrom-p2-m-1-madras-dk.-braun-progumovanikolesa-8-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2024/11/krislo-manhetten-yu-hrom-p2-m-1-madras-dk.-braun-progumovanikolesa-9-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2024/11/krislo-manhetten-yu-hrom-p2-m-1-madras-dk.-braun-progumovanikolesa-10-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2024/11/krislo-manhetten-yu-hrom-p2-m-1-madras-dk.-braun-progumovanikolesa-11-optimized.jpg
R00000051449;R00000051449;Richman;Крісло Richman Манхеттен Ю Хром П2 М-1 Роккі 95 (Прогумовані Колеса);Крісло Richman Манхеттен Ю ідеально підходить для щоденного використання, поєднуючи стильний дизайн та комфорт. Воно має багатошарове наповнення і м’які підлокітники для додаткового затишку, а також оббивку з екошкіри або іншого матеріалу за вибором з каталогу. Механізм гойдання Tilt дозволяє налаштувати висоту та жорсткість гойдання, а хромована металева хрестовина з прогумованими роликами забезпечує безшумний рух на будь-якій підлозі.;3000000514504;6402;18;2;59;36;79;17;0.17;9401;10506;9984;1;3;3;https://richmangroup.com.ua/wp-content/uploads/2024/11/krislo-manhetten-yu-hrom-p2-m-1-rokki-95-progumovani-kolesa-4-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2024/11/krislo-manhetten-yu-hrom-p2-m-1-rokki-95-progumovani-kolesa-2-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2024/11/krislo-manhetten-yu-hrom-p2-m-1-rokki-95-progumovani-kolesa-6-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2024/11/krislo-manhetten-yu-hrom-p2-m-1-rokki-95-progumovani-kolesa-7-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2024/11/krislo-manhetten-yu-hrom-p2-m-1-rokki-95-progumovani-kolesa-8-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2024/11/krislo-manhetten-yu-hrom-p2-m-1-rokki-95-progumovani-kolesa-11-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2024/11/krislo-manhetten-yu-hrom-p2-m-1-rokki-95-progumovani-kolesa-9-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2024/11/krislo-manhetten-yu-hrom-p2-m-1-rokki-95-progumovani-kolesa-10-optimized.jpg
ADD0003113;ADD0003113;Richman;Крісло Richman Міа Хром M-1 (Tilt Блакитний;"Крісло Richman Міа представляє собою елегантний предмет меблів, який заслуговує особливого місця в офісі або в домашньому робочому просторі. Воно привертає увагу своїм незвичайним дизайном, де основа крісла з білого пластика поєднується з міцною хромованою хрестовиною, оснащеною гумовими роликами для легкого переміщення. М'якість сидіння і спинки крісла Міа, оббиті тканиною, забезпечує відмінний комфорт під час роботи чи відпочинку. Додатково, наявний підйомний механізм ""газ-ліфт"" дозволяє легко регулювати висоту сидіння залежно від вашого зросту.";3000000400111;2418;18;2;55;24;55;9;0.07;9401390000;4092;3768;1;37;37;https://richmangroup.com.ua/wp-content/uploads/2023/02/%D0%9A%D1%80%D1%96%D1%81%D0%BB%D0%BE-%D0%9C%D1%96%D0%B0-%D0%91%D1%96%D0%BB%D0%BE-%D1%81%D0%B8%D0%BD%D1%94-2-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2023/02/%D0%9A%D1%80%D1%96%D1%81%D0%BB%D0%BE-%D0%9C%D1%96%D0%B0-%D0%91%D1%96%D0%BB%D0%BE-%D1%81%D0%B8%D0%BD%D1%94-1-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2023/02/%D0%9A%D1%80%D1%96%D1%81%D0%BB%D0%BE-%D0%9C%D1%96%D0%B0-%D0%91%D1%96%D0%BB%D0%BE-%D1%81%D0%B8%D0%BD%D1%94-3-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2023/02/%D0%9A%D1%80%D1%96%D1%81%D0%BB%D0%BE-%D0%9C%D1%96%D0%B0-%D0%91%D1%96%D0%BB%D0%BE-%D1%81%D0%B8%D0%BD%D1%94-4-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2023/02/%D0%9A%D1%80%D1%96%D1%81%D0%BB%D0%BE-%D0%9C%D1%96%D0%B0-%D0%91%D1%96%D0%BB%D0%BE-%D1%81%D0%B8%D0%BD%D1%94-6-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2023/02/%D0%9A%D1%80%D1%96%D1%81%D0%BB%D0%BE-%D0%9C%D1%96%D0%B0-%D0%91%D1%96%D0%BB%D0%BE-%D1%81%D0%B8%D0%BD%D1%94-5-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2023/02/%D0%9A%D1%80%D1%96%D1%81%D0%BB%D0%BE-%D0%9C%D1%96%D0%B0-%D0%91%D1%96%D0%BB%D0%BE-%D1%81%D0%B8%D0%BD%D1%94-7-optimized.jpg
R00000040009;R00000040009;Richman;Крісло Richman Міа Хром M-1 (Tilt) Рожевий;"Крісло Richman Міа представляє собою елегантний предмет меблів, який заслуговує особливого місця в офісі або в домашньому робочому просторі. Воно привертає увагу своїм незвичайним дизайном, де основа крісла з білого пластика поєднується з міцною хромованою хрестовиною, оснащеною гумовими роликами для легкого переміщення. М'якість сидіння і спинки крісла Міа, оббиті тканиною, забезпечує відмінний комфорт під час роботи чи відпочинку. Додатково, наявний підйомний механізм ""газ-ліфт"" дозволяє легко регулювати висоту сидіння залежно від вашого зросту.";3000000400104;2496;18;2;55;24;55;9;0.07;9401390000;4092;3888;1;0;0;https://richmangroup.com.ua/wp-content/uploads/2023/06/krislo-mia-rozheve-2-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2023/06/krislo-mia-rozheve-1-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2023/06/krislo-mia-rozheve-3-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2023/06/krislo-mia-rozheve-4-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2023/06/krislo-mia-rozheve-5-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2023/06/krislo-mia-rozheve-6-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2023/06/krislo-mia-rozheve-7-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2023/06/krislo-mia-rozheve-8-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2023/06/krislo-mia-rozheve-9-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2023/06/krislo-mia-rozheve-10-optimized.jpg
ADD0003210;ADD0003210;Richman;Крісло Richman Монеро Хром M-1 (Tilt) Сітка чорна;Крісло Richman Монеро - це сучасна модель сіточного крісла, ідеальна для використання як в офісі, так і вдома, особливо в спекотні дні. Виготовлені з сітчастого матеріалу спинка та підголівник забезпечують вентиляцію тіла під час користування кріслом, а підголівник може бути налаштований за висотою. Просторе сидіння, оббите тканиною з малюнком «ромбиком», забезпечує комфорт під час тривалого перебування. Крісло також оснащене пластиковими підлокітниками з сучасним дизайном, що дозволяють зручно відпочивати рукам від роботи. Завдяки механізму M-1 (Tilt) та можливості регулювання висоти за допомогою пневматичного патрона 3-го класу, крісло забезпечує стійкість та комфорт під час роботи за столом. Гумові ролики дозволяють безшумно та безпечно переміщати крісло на різних поверхнях, захищаючи підлогу від подряпин.;3000000425312;3660;18;2;62;47;61;11.8;0.18;9401390000;6270;5706;1;290;290;https://richmangroup.com.ua/wp-content/uploads/2023/05/krislo-monero-sitka-chorna-2-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2023/05/krislo-monero-sitka-chorna-1-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2023/05/krislo-monero-sitka-chorna-3-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2023/05/krislo-monero-sitka-chorna-4-optimized.jpg
ADD0003211;ADD0003211;Richman;Крісло Richman Монеро Хром M-1 (Tilt) Сітка чорна + сітка сіра;Крісло Richman Монеро - це сучасна модель сіточного крісла, ідеальна для використання як в офісі, так і вдома, особливо в спекотні дні. Виготовлені з сітчастого матеріалу спинка та підголівник забезпечують вентиляцію тіла під час користування кріслом, а підголівник може бути налаштований за висотою. Просторе сидіння, оббите тканиною з малюнком «ромбиком», забезпечує комфорт під час тривалого перебування. Крісло також оснащене пластиковими підлокітниками з сучасним дизайном, що дозволяють зручно відпочивати рукам від роботи. Завдяки механізму M-1 (Tilt) та можливості регулювання висоти за допомогою пневматичного патрона 3-го класу, крісло забезпечує стійкість та комфорт під час роботи за столом. Гумові ролики дозволяють безшумно та безпечно переміщати крісло на різних поверхнях, захищаючи підлогу від подряпин.;3000000425329;3660;18;2;62;47;61;11.8;0.18;9401390000;6270;5706;1;93;93;https://richmangroup.com.ua/wp-content/uploads/2023/05/krislo-monero-sitka-chorna-sira-2-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2023/05/krislo-monero-sitka-chorna-sira-1-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2023/05/krislo-monero-sitka-chorna-sira-3-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2023/05/krislo-monero-sitka-chorna-sira-4-optimized.jpg
R00000044651;R00000044651;Richman;Крісло Richman Монреаль Хром M-1 (Tilt) Чорний;Крісло Richman Монреаль поєднує в собі елегантність та зручність для вашого робочого простору. Це стильний і сучасний варіант, ідеально підходить як для офісу, так і для дому. Його витончений каркас з хромованого металу гармонійно поєднується з чорним шкірзамінником PU, надаючи стильний вигляд і комфорт. Крісло оснащене посиленим механізмом гойдання М-1 (Tilt) та міцною хромованою хрестовиною, забезпечуючи стійкість та надійність використання.;3000000446522;4986;18;2;83;32;65;18;0.17;9401390000;8178;7770;1;0;0;https://richmangroup.com.ua/wp-content/uploads/2023/08/krislo-monreal-hrom-chornij-2-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2023/08/krislo-monreal-hrom-chornij-1-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2023/08/krislo-monreal-hrom-chornij-3-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2023/08/krislo-monreal-hrom-chornij-4-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2023/08/krislo-monreal-hrom-chornij-5-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2023/08/krislo-monreal-hrom-chornij-6-optimized.jpg
R00000045256;R00000045256;Richman;Крісло Richman Перфоманс Хром Synchro Сітка Чорна;Крісло Richman Перфоманс пропонує бездоганний комфорт та широкий спектр налаштувань для ідеального зручності. Завдяки своїй універсальній конструкції, воно підходить для користувачів будь-якого зросту, забезпечуючи оптимальне розташування. Підлокітники 4D і синхронний механізм нахилу додають додаткової функціональності та комфорту користування.;3000000452578;9522;18;2;77;42;57;22;0.18;9401390000;16140;14850;1;229;229;https://richmangroup.com.ua/wp-content/uploads/2024/02/krislo-performans-hrom-sitka-chorna-2-b-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2024/02/krislo-performans-hrom-sitka-chorna-1-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2024/02/krislo-performans-hrom-sitka-chorna-3-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2024/02/krislo-performans-hrom-sitka-chorna-4-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2024/02/krislo-performans-hrom-sitka-chorna-6-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2024/02/krislo-performans-hrom-sitka-chorna-7-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2024/02/krislo-performans-hrom-sitka-chorna-8-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2024/02/krislo-performans-hrom-sitka-chorna-11-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2024/02/krislo-performans-hrom-sitka-chorna-12-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2024/02/krislo-performans-hrom-sitka-chorna-13-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2024/02/krislo-performans-hrom-sitka-chorna-14-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2024/02/krislo-performans-hrom-sitka-chorna-15-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2024/02/krislo-performans-hrom-sitka-chorna-16-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2024/02/krislo-performans-hrom-sitka-chorna-17-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2024/02/krislo-performans-hrom-sitka-chorna-20-optimized.jpg
